lugar,tipo_daño,entrecalles,colonia,calle,numero_exterior,atrapados,lesionados,desaparecidos,fallecidos,rescatados,link_google_maps,dirección_completa,lat,lon,entidad,tipo_reporte,necesidades,delegacion,descripcion,Fecha de creación,Última actualización
Departamentos,Grietas,Miguel A de Quevedo y Copilco,,25,157,,,,,,"http://maps.google.com/maps?q=loc:19.4771412,-99.1515033","Calle 25 157, Pro Hogar, 02600 Ciudad de México, CDMX, Mexico",19.4771412000,-99.1515033000,NA,,,Azcapotzalco,Grietas en fachada,,
Casa,Derrumbe parcial,Miguel aleman y 42863,,Rio panuco,187,,,,,,"http://maps.google.com/maps?q=loc:19.428078,-99.1730606","Rio Panuco 187, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.428078,-99.1730606,NA,,,Cuahutemoc,Barda caida en azotea y fisuras en departamentos,,
Casa,Grietas,Miguel Ángel de Quevedo y Esquina Pacífico,,balboa,1002,,,,,,"http://maps.google.com/maps?q=loc:19.3602894,-99.1460693","Calle Balboa 1002, Portales Sur, 03300 Ciudad de México, CDMX, Mexico",19.3602894000,-99.1460693000,CDMX,,,benito juárez,Grietas en la planta baja,,
Casa,Grietas,Miguel Hidalgo y Revolución,,Bodas de figaro,55,,,,,,"http://maps.google.com/maps?q=loc:19.2952835,-99.0448114","Las Bodas de Figaro 55, Santa Ana Poniente, 13300 Ciudad de México, CDMX, Mexico",19.2952835000,-99.0448114000,Cdmx,,,Tlahuac,Edificios inclinados grietas pared derrumbada falta de luz,,
Departamentos,Grietas,Miguel jacintes y Calle 11,,Azores,609,,,,,,"http://maps.google.com/maps?q=loc:19.3670858,-99.1549773","Azores 609 , Benito Juárez ,ciudad de mexico",19.3670858000,-99.1549773000,NA,,,Benito Juárez,"El edificio frontal tiene severos daños, las columnas parece que van a colapsar",,
Departamentos,Derrumbe parcial,Miguel laurent y Municipio libre,,Diagonal de San Antonio,1229,,,,,,"http://maps.google.com/maps?q=loc:19.3950674,-99.1572234","Diagonal San Antonio 1229, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3950674000,-99.1572234000,CDMX,,,Benito Juárez,Hay grietas en las escaleras y dentro de mi departamento,,
Departamentos,Fuga de gas,Miguel Laurent y Nicolas San Juan,,Dinamarca,84,,,,,,"http://maps.google.com/maps?q=loc:19.4256202,-99.1574511","Dinamarca 84, Juárez, 06030 Ciudad de México, CDMX, Mexico",19.4256202000,-99.1574511000,NA,,,Cuauhtémoc,"Cuarteaduras, caída de plafones y recubrimiento. Edificio dañado en el 85 y medio reforzado. Debió haber sido demolido en 85 y lo reconstruyeron.",,
Oficinas,Grietas,Miguel Laurent y Patricio Sans,,Eje 10 Sur Pedro Henriquez Ureña,312,,,,,,"http://maps.google.com/maps?q=loc:19.334986,-99.155335","Eje 10 Sur, Av. Pedro Henríquez Ureña, Pedregal de Coyoacán, Los Reyes, 04330 Ciudad de México, CDMX, Mexico",19.3349860000,-99.1553350000,Ciudad de México,,,Coyoacan,Las columnas  en la base del edificio se agrietaron,,
Oficinas,Grietas,miguel laurent y san lorenzo,,Dinamarca,84,,,,,,"http://maps.google.com/maps?q=loc:19.4256202,-99.1574511","Dinamarca 84, Juárez, 06030 Ciudad de México, CDMX, Mexico",19.4256202000,-99.1574511000,NA,,,Cuauhtémoc,NA,,
NA,NA,Miguel Laurent y Tlacoquemecatl,,Providencia,1412,,,,,,"http://maps.google.com/maps?q=loc:19.3776057,-99.1720278","Calle Providencia 1412, Tlacoquemecatl del Valle, 03200 Ciudad de México, CDMX, Mexico",19.3776057000,-99.1720278000,Ciudad de mexico,,,Benito Juarez,Grietas en muros y plafones,,
,,Miguel Negrete y Niños Héroes,,,,,,,,,"https://www.google.com.mx/maps/place/Av.+Ni%C3%B1os+Heroes+de+Chapultepec+%26+Miguel+Negrete,+Ni%C3%B1os+H%C3%A9roes,+03440+Ciudad+de+M%C3%A9xico,+CDMX/@19.3877398,-99.1484456,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1ff002537e27f:0x9d41e35f1e33ea31!8m2!3d19.3877398!4d-99.1462569?hl=es-419",,19.3877398000,-99.1484456000,,,,,,,
NA,NA,Miguel Serrano y Samuel Ramos,,Heriberto Frias,1149,,,,,,,"Heriberto Frias 1149 , Benito juarez, Ciudad de mexico",NA,NA,CDMX,,,Benito juarez,NA,,
,derrumbe,mina 16 y 2 de abril,guerrero,,,,,,,,"https://www.google.com.mx/maps/place/Calle+Mina+%26+2+de+Abril,+Centro+Hist%C3%B3rico,+Guerrero,+06300+Ciudad+de+M%C3%A9xico,+CDMX/@19.4385038,-99.1428839,17.14z/data=!4m5!3m4!1s0x85d1f92bdf7b3315:0x915d1f044e8bfb2b!8m2!3d19.4388871!4d-99.1416908?hl=es-419",,19.4383443000,-99.1418991000,cdmx,,,,,,
NA,NA,Mina y Eje 1 Guerrero,,Orozco y Berra,4,,,,,,"http://maps.google.com/maps?q=loc:19.4390955,-99.149156","Orozco y Berra 4 , Cuauhtémoc ,ciudad de mexico",19.4390955000,-99.1491560000,Buenavista,,,Cuauhtémoc,Pequeñas grietas en el interior del edificio  ligera inclinación.,,
Departamentos,Grietas,Minatitlán y Nautla,,Av Coyoacán,1435,,,,,,"http://maps.google.com/maps?q=loc:19.3709881,-99.1718328","Av Coyoacán 1435 , Benito Juárez ,ciudad de mexico",19.3709881000,-99.1718328000,CDMX,,,Benito Juárez,Todas las paredes agrietadas con algo de profundidad,,
Departamentos,Grietas,Minicipio libre y Emperadores,,Circunvalación,24,,,,,,"http://maps.google.com/maps?q=loc:19.4228707,-99.0591227","Circunvalación 24, Arenal 2da Secc, Ciudad de México, CDMX, Mexico",19.4228707000,-99.0591227000,NA,,,Puebla,NA,,
escuela,NA,miramontes y tlalpan,,cerro de jesus,67,,,,,,"http://maps.google.com/maps?q=loc:19.3453829,-99.1397261","Cerro de Jesús 67, Campestre Churubusco, 04220 Ciudad de México, CDMX, Mexico",19.3453829000,-99.1397261000,ciudad de mexico,,,coyoacan,el establecimiento presenta varias fracturas en general así como desmoronamiento de techos y paredes,,
Otro,Grietas,Moctezuma y Mosqueta,,Rio Nazas,65,,,,,,"http://maps.google.com/maps?q=loc:19.4322292,-99.1675773","Rio Nazas 65 , Cuauhtemoc ,ciudad de mexico",19.4322292000,-99.1675773000,CDMX- Colonia Cuauhtémoc,,,Cuauhtemoc,Grieta diagonal que va del 1er piso al 4o piso en la torre 2.,,
Otro,Grietas,Moctezuma y Mosqueta,,Rio Tigris,7,,,,,,"http://maps.google.com/maps?q=loc:19.4341925,-99.1690174","Rio Tigris 7 , Cuauhtemoc ,ciudad de mexico",19.4341925000,-99.1690174000,Ciudad de Mexico,,,Cuauhtemoc,Amplias gritas y paredes rotas en todo el edificio totalmente evacuado,,
Otro,Grietas,Moliere y Ejército nacional,,Tepocatl,32,,,,,,"http://maps.google.com/maps?q=loc:19.3346991,-99.1601009","Tepocatl 32, Pedregal de Santo Domingo, 04369 Ciudad de México, CDMX, Mexico",19.3346991,-99.1601009,Coyoacán,,,Coyoacán,NA,,
Departamentos,Grietas,Moliere y Seneca,,Manuel j tello,31,,,,,,"http://maps.google.com/maps?q=loc:19.4236688,-99.0710766","Manuel j tello 31 , Venustiano carranza ,ciudad de mexico",19.4236688000,-99.0710766000,Cdmx,,,Venustiano carranza,"Tengo unas grietas en un cuarto y en techo, no se ven profundas ni separadas, pero quiero estar tranquila que no hay peligro, tengo fotos por si se requieren",,
Casa,Otro,Molinos del Campo y Rafael Rebollar,,Plaza tepi centro,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4068488,-99.1637788","Tepic, 06760 Ciudad de México, CDMX, Mexico",19.4068488,-99.1637788,NA,,,Cuauhtémoc,Derrumbe parcial,,
Departamentos,Grietas,Molinos y Dr. González Herrejón,,Dakota,79,,,,,,"http://maps.google.com/maps?q=loc:19.3966973,-99.1737323","Dakota 79, Nápoles, 03810 Ciudad de México, CDMX, Mexico",19.3966973000,-99.1737323000,CDMX,,,Benito Juárez,"Daños en elevadores, caída de azulejos y del yeso de las paredes con grietas",,
Departamentos,Grietas,Monte Tabor y Cerro Mayka,,Juárez,273,,,,,,"http://maps.google.com/maps?q=loc:19.3923111,-99.0146505","Juárez 273 , Municipio de Nezahualcóyotl ,ciudad de mexico",19.3923111000,-99.0146505000,NA,,,Municipio de Nezahualcóyotl,Abertura en paredes y desprendimiento de una parte pequeña del techo o loza,,
Oficinas,Grietas,Monte tabor y Cierra mojada,,Av. Palmas,805,,,,,,"http://maps.google.com/maps?q=loc:19.4284849,-99.217574","Av. Paseo de las Palmas 805, Lomas de Chapultepec V Secc, 11000 Ciudad de México, CDMX, Mexico",19.4284849000,-99.2175740000,NA,,,Miguel Hidalgo,Hay varias cuarteaduras. Dos de ellas parecen importantes.,,
Oficinas,Grietas,Montecito y Arizona,,Martín mendalde,1459,,,,,,"http://maps.google.com/maps?q=loc:19.3696067,-99.1707625","Martin Mendalde 1459, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico",19.3696067000,-99.1707625000,Ciudad de México,,,Benito juarez,NA,,
NA,NA,Monterrey san luis potosi,,Yucatan,92,,,,,,"http://maps.google.com/maps?q=loc:19.4139171,-99.1623509","Yucatan 92 , Cuauhtemoc ,ciudad de mexico",19.4139171000,-99.1623509000,Cdmx,,,Cuauhtemoc,Grietas en la fachada de los niveles inferiores,,
NA,NA,Monterrey y medellin,,Aguascalientes,#50,,,,,,"http://maps.google.com/maps?q=loc:19.4090221,-99.1631301","Aguascalientes, Mexico",19.4090221000,-99.1631301000,Cdmx,,,Cuauhtemoc,Grietas y cuarteaduras en los pisos,,
Departamentos,Grietas,Monterrey y Medellín,,Bolívares,574,,,,,,"http://maps.google.com/maps?q=loc:19.4422808,-99.0847514","Bolívares 574 , Venustiano Carranza ,ciudad de mexico",19.4422808000,-99.0847514000,Ciudad de México,,,Venustiano Carranza,Se agrietó y cayeron ladrillos,,
Departamentos,Derrumbe parcial,Monterrey y Tonala,,Av Toluca,810,,,,,,"http://maps.google.com/maps?q=loc:19.3367846,-99.2284202","Av Toluca 810 , Alvaro Obregón ,ciudad de mexico",19.3367846000,-99.2284202000,NA,,,Alvaro Obregón,Gritas en los pilares del estacionamiento,,
Departamentos,Grietas,Monterrey y Tonalá,,San Adrián Mzna 652 Lt 4,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3058819,-99.1486635","San Adrian 652, Pedregal de Sta Úrsula, 04600 Ciudad de México, CDMX, Mexico",19.3058819,-99.1486635,Ciudad de México,,,Coyoacán,En segundo nivel hay grietas o fisuras en 2 muros de una habitación,,
NA,NA,Montes Carpatos y Montes Pirineos,,Mar de la serenidad,mz 87 lt. 3,,,,,,"http://maps.google.com/maps?q=loc:19.2922211,-99.0032702","Mar de la serenidad mz 87 lt. 3 , Tlahuac ,ciudad de mexico",19.2922211000,-99.0032702000,CDMX,,,Tlahuac,Agrietamiento severo dentro de la vivienda,,
Departamentos,Grietas,Montserrat y Miguel Angel de quevedo,,Calle 63,45,,,,,,"http://maps.google.com/maps?q=loc:19.3452522,-99.0458773","Calle 63 45, Santa Cruz Meyehualco, 09290 Ciudad de México, CDMX, Mexico",19.3452522000,-99.0458773000,Cdmx,,,Iztapalapa,Cuartiaduras en pared techo y piso en la parte de atrás de la casa,,
NA,NA,Morelos hidalgo,,2da de morelos,2,,,,,,"http://maps.google.com/maps?q=loc:19.5671207,-99.0577044","Morelos 2, Benito Juárez, 09898 Ciudad de México, CDMX, Mexico",19.5671207000,-99.0577044000,Tlatenchi Jojutla morelos,,,NA,Grietas y derrumbe parcial dedos habitaciones.,,
Casa,Grietas,Morelos y Circuito Pedro Anaya,,Rinconada de Lago Superior,46,,,,,,"http://maps.google.com/maps?q=loc:19.4559625,-99.1925131","Rinconada Lago Superior 46, Tacuba, 11410 Ciudad de México, CDMX, Mexico",19.4559625,-99.1925131,NA,,,Miguel Hidalgo,Grietas en departamentos y fachada de edificio,,
Oficinas,Grietas,Morelos y Donato Guerra,,Norte 92 a,8613,,,,,,"http://maps.google.com/maps?q=loc:19.4874509,-99.0862376","Norte 92 a 8613 , Gustavo a Madero ,ciudad de mexico",19.4874509000,-99.0862376000,Col. La esmeralda cdmx,,,Gustavo a Madero,"Medio poste colapso y quedó una parte en el Techo, las varillas del mismo están expuestas y haciendo contacto con los cables. Hasta el momento no hay energía eléctrica.",,
NA,NA,Morena  U.H. Esperanza,,Xochicalco,Esq. Icacos,,,,,,"http://maps.google.com/maps?q=loc:19.3990286,-99.1534984","Xochicalco & Icacos, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3990286000,-99.1534984000,Ciudad de Mexico,,,Benito Juarez,Bardas colapsadas y a punto de colapsar ademas de grietas profundas en algunos de los edificios,,
Departamentos,Grietas,Morena y Esperanza,,Montevideo,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4907888,-99.1337806","Montevideo, 07300 Ciudad de México, CDMX, Mexico",19.4907888000,-99.1337806000,Lindavista Vallejo,,,Gustavo a Madero,Grietas,,
NA,NA,Morena y xola,,Adolfo Prieto,125 torre c Depto 204,,,,,,"http://maps.google.com/maps?q=loc:20.5421151,-97.4553532","Guillermo Prieto 204, Benito Juárez, 93310 Benito Juarez, Ver., Mexico",20.5421151000,-97.4553532000,Cdmx,,,Benito Juarez,Varias grietas en los muros del departamento.,,
ESCUELA,Se jmovio la inclinacion de piso 1er. nivel,MOSQUETA Y MOCTEZUMA,,HÉROES,121,,,,,,"http://maps.google.com/maps?q=loc:19.4448685,-99.1458531","HÉROES 121 , CUAUHTÉMOC ,ciudad de mexico",19.4448685000,-99.1458531000,COLONIA GUERRERO,,,CUAUHTÉMOC,AULAS CON GRIETAS MARCADAS Y PISO QUE SE DESNIVELO EN 1er. PISO.,,
NA,NA,Moyobamba y Catamarca,,Manizales,1083,,,,,,"http://maps.google.com/maps?q=loc:19.5031412,-99.1252734","Manizales 1083, Residencial Zacatenco, 07369 Ciudad de México, CDMX, Mexico",19.5031412000,-99.1252734000,CDMX,,,Gustavo A. Madero,Grietas en cimentación en cada piso y fisuras de 45 grados en tachada.,,
NA,NA,Municipio libre y presidentes,,Filipinas,419,,,,,,"http://maps.google.com/maps?q=loc:19.3682166,-99.1477632","Filipinas 419, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3682166000,-99.1477632000,México,,,Benito Juárez,Grietas en planta baja y primer piso  así como grietas menores en los pisos superiores  fuga de gas natural en la parte externa del edificio.,,
NA,NA,Municipio Libre y Victor Hugo,,Sevilla,312,,,,,,"http://maps.google.com/maps?q=loc:19.3701533,-99.1516493","Sevilla 312, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3701533000,-99.1516493000,CDMX,,,Benito Juarez,Grietas que traspasan las paredes y muros de carga del edificio a la altura del estacionamiento superior.,,
NA,NA,Municipio Libre y Víctor Hugo,,Sevilla,312,,,,,,"http://maps.google.com/maps?q=loc:19.3701533,-99.1516493","Sevilla 312, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3701533000,-99.1516493000,DF,,,Benito Juárez,Cuarteaduras que atravesaron las paredes de los edificios a la altura del estacionamiento superior.,,
NA,NA,Municipio libre y Víctor Hugo,,Sevilla,312,,,,,,"http://maps.google.com/maps?q=loc:19.3701533,-99.1516493","Sevilla 312, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3701533000,-99.1516493000,Ciudad de México,,,Benito Juárez,Traspasa las paredes y va de lado a lado,,
NA,NA,Municipio libre y Víctor Hugo,,Sevilla,312,,,,,,"http://maps.google.com/maps?q=loc:19.3701533,-99.1516493","Sevilla 312, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3701533000,-99.1516493000,CDMX,,,Benito Juarez,Grietas que traspasan las paredes de los edificios,,
NA,NA,Municipio libre y Víctor Hugo,,Sevilla,312,,,,,,"http://maps.google.com/maps?q=loc:19.3701533,-99.1516493","Sevilla 312, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3701533000,-99.1516493000,DF,,,Benito Juárez,Grietas que traspasan las paredes que están cargando los edificios a la altura del estacionamiento superior.,,
NA,NA,Municipio libre y Víctor hugo,,Sevilla,312,,,,,,"http://maps.google.com/maps?q=loc:19.3701533,-99.1516493","Sevilla 312, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3701533000,-99.1516493000,Ciudad de México,,,Benito Juárez,Grietas que atraviesan las paredes que están cargando los edificios a la altura del estacionamiento superior,,
Departamentos,Grietas,Murillo y Rwnbrant,,Ernesto J Piper,60,,,,,,"http://maps.google.com/maps?q=loc:19.3693851,-99.2670033","Ernest J. Piper 60, Santa Fe, Paseo de las Lomas, 01330 Ciudad de México, CDMX, Mexico",19.3693851000,-99.2670033000,Ciudad de México,,,Álvaro Obregón,Grietas en paredes de departamentos,,
Departamentos,Derrumbe parcial,"Muy cerca de metro Santa Martha. Es la unidad habitacional tepozanes. y Se encuentra en sección Roble, enfrente del jardín de niños",,Valladolid,3,,,,,,"http://maps.google.com/maps?q=loc:19.4219533,-99.1688904","Valladolid 3, Roma Nte., 06700 Ciudad de México, CDMX, Mexico",19.4219533,-99.1688904,NA,,,Cuauhtemoc,Una grieta entre ventana y pared,,
NA,NA,NA,,NA,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4326077,-99.133208","Mexico City, CDMX, Mexico",19.4326077000,-99.1332080000,NA,,,NA,NA,,
NA,NA,NA,,Revolucion,2040,,,,,,"http://maps.google.com/maps?q=loc:19.3355179,-99.1927493","Av. Revolución 2040, Coyoacán, 01090 Ciudad de México, CDMX, Mexico",19.3355179000,-99.1927493000,Ciudad Universitaria,,,Coyoacan,Daños en todo el edificio de la dirección general de proveeduría,,
NA,NA,NA,,Revillagigedo,23,,,,,,"http://maps.google.com/maps?q=loc:19.4331844,-99.1463715","Revillagigedo 23, Colonia Centro, Centro, 06000 Ciudad de México, CDMX, Mexico",19.4331844000,-99.1463715000,CDMX  centro,,,NA,Primer y segundo piso paredes agrietadas  caida y reventaduras de azulejos  letrero del frente se aprecia falseado,,
NA,NA,NA,,NA,NA,,,,,,"http://maps.google.com/maps?q=loc:19.2572314,-99.1029664","Xochimilco, CDMX, Mexico",19.2572314000,-99.1029664000,Pueblo de San Gregorio,,,Xochimilco,Gran parte del centro del pueblo quedó destruido  varios heridos y muertos y casas derrumbadas.,,
Facultad de Medicina UNAM,NA,NA,,NA,3000,,,,,,"http://maps.google.com/maps?q=loc:31.7420066,-106.4564072","Calle Coyoacán 3000, Zona Pronaf Condominio La Plata, 32315 Cd Juárez, Chih., Mexico",31.7420066000,-106.4564072000,CDMX,,,Coyoacán,Fracturas,,
edificio,NA,NA,,Avenida Lomas del Plateros,D6,,,,,,"http://maps.google.com/maps?q=loc:19.3714919,-99.1949456","D-6, Av. Lomas de Plateros, La Cascada, 01900 Ciudad de México, CDMX, Mexico",19.3714919000,-99.1949456000,Ciudad de Mexico,,,Alvaro Obregon,Viga decorativa de cemento en la azotea con fractura y riesgo de caída,,
NA,NA,NA,,NA,NA,,,,,,"http://maps.google.com/maps?q=loc:19.2990233,-99.0436467","Tláhuac, CDMX, Mexico",19.2990233000,-99.0436467000,Cdmx,,,Tlahuac,En tulyehualco  san juan ixtayopan etc  hubo estructuras  colapsadas . No hay agua  ni electricidad.,,
NA,NA,NA,,Paseo de la Reforma,175,,,,,,"http://maps.google.com/maps?q=loc:19.4310073,-99.1607402","Paseo de la Reforma 175, Col. Renacimiento, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",19.4310073000,-99.1607402000,Ciudad de México,,,Cuauhtémoc,Grietas en todos los pisos,,
NA,NA,NA,,Av. Tláhuac,6783,,,,,,"http://maps.google.com/maps?q=loc:19.296644,-99.0339475","Av. Tláhuac 6783, Santiago Sur, 13300 Ciudad de México, CDMX, Mexico",19.2966440000,-99.0339475000,Ciudad de México,,,Tlahuac,NA,,
NA,NA,NA,,Alvaro Obregón,74,,,,,,"http://maps.google.com/maps?q=loc:19.418426,-99.1579571","Alvaro Obregón 74 , Cuauhtemoc ,ciudad de mexico",19.4184260000,-99.1579571000,Ciudad de México,,,Cuauhtemoc,NA,,
Iglesia,NA,NA,,Avenida Insurgentes,39,,,,,,"http://maps.google.com/maps?q=loc:19.2541396,-99.0582857","Insurgentes 39, San Gregorio Atlapulco, 16600 Ciudad de México, CDMX, Mexico",19.2541396000,-99.0582857000,Ciudad de México,,,Xochimilco,Derrumbes en varias casas en iglesia del pueblo están incomunicados  no hay señal en celulares ni líneas telefónicas. No hay mucha ayuda por allá,,
NA,NA,NA,,División del norte y san borja,NA,,,,,,"http://maps.google.com/maps?q=loc:19.383407,-99.1603669","Av. Division del Nte. & Calle San Borja, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3834070000,-99.1603669000,NA,,,NA,NA,,
NA,NA,NA,,Circuito fuentes,63,,,,,,"http://maps.google.com/maps?q=loc:19.3090765,-99.2229426","Cto. Fuentes del Pedregal 63, Pedregal del Lago, 14110 Ciudad de México, CDMX, Mexico",19.3090765000,-99.2229426000,CD.MX.,,,Tlalpan,Grietas en paredes y columnas,,
NA,NA,NA,,Prolongacion Paseo de la Reforma,355,,,,,,"http://maps.google.com/maps?q=loc:19.4260979,-99.2071747","Paseo de la Reforma 355, Lomas - Virreyes, Lomas de Chapultepec V Secc, 11000 Ciudad de México, CDMX, Mexico",19.4260979000,-99.2071747000,Ciudad de Mexico,,,Alvaro Obregon,Grietas de Falsa Pared.,,
NA,NA,NA,,Xicothelcan,5,,,,,,,"Xicothelcan 5 , Españita ,ciudad de mexico",NA,NA,Tlaxacala,,,Españita,NA,,
